[5, 16, 17, 19, 21, 22, 25, 29, 7]
[5, 8, 16, 19, 25, 27, 28, 31, 2]
[0, 9, 10, 13, 18, 19, 21, 23, -1]
[5, 6, 10, 14, 21, 25, 27, 31, -1]
[2, 10, 11, 17, 22, 25, 26, 30, 0]
[1, 5, 9, 10, 13, 22, 28, 29, -1]
[0, 3, 4, 6, 7, 11, 29, 31, -1]
[0, 4, 7, 9, 19, 21, 26, 31, -1]
[0, 1, 10, 11, 12, 20, 25, 30, -1]
[0, 14, 19, 20, 21, 23, 27, 31, 2]
[1, 8, 16, 17, 23, 24, 25, 26, 7]
[0, 1, 8, 10, 19, 21, 26, 30, -1]
[0, 1, 3, 9, 17, 20, 26, 27, -1]
[4, 7, 12, 13, 15, 19, 26, 29, -1]
[4, 6, 13, 15, 21, 23, 27, 31, -1]
[3, 4, 11, 14, 15, 18, 28, 31, -1]
[1, 2, 4, 18, 25, 26, 28, 30, 0]
[1, 5, 10, 14, 15, 16, 25, 26, -1]
[0, 12, 17, 24, 26, 27, 30, 31, 6]
[1, 8, 13, 23, 25, 27, 29, 31, 2]
[3, 7, 9, 10, 13, 17, 25, 29, -1]
[5, 6, 7, 11, 15, 24, 25, 28, -1]
[2, 16, 17, 20, 23, 28, 29, 31, 0]
[1, 2, 5, 11, 18, 20, 23, 29, -1]
