[3, 4, 8, 10, 12, 19, 21, 27, -1]
[1, 7, 8, 9, 10, 17, 19, 20, -1]
[2, 14, 15, 18, 21, 22, 27, 28, 0]
[3, 5, 13, 15, 24, 25, 28, 30, 2]
[4, 8, 9, 13, 15, 20, 26, 31, -1]
[4, 10, 17, 20, 22, 25, 28, 31, 1]
[9, 15, 17, 18, 20, 23, 24, 29, 2]
[5, 8, 16, 19, 21, 27, 29, 31, 2]
[3, 9, 11, 13, 14, 16, 28, 29, -1]
[0, 3, 5, 7, 11, 26, 30, 31, 3]
[0, 7, 9, 10, 14, 23, 25, 30, -1]
[7, 10, 16, 17, 18, 20, 29, 30, -1]
[6, 9, 11, 12, 15, 19, 27, 30, -1]
[0, 10, 11, 16, 22, 28, 29, 31, 2]
[6, 7, 10, 13, 16, 21, 23, 26, -1]
[2, 15, 17, 20, 24, 25, 29, 31, 0]
[0, 8, 10, 11, 14, 19, 20, 28, -1]
[0, 7, 8, 13, 14, 22, 24, 30, -1]
[0, 3, 11, 16, 18, 22, 24, 27, -1]
[0, 3, 10, 14, 17, 22, 24, 29, -1]
[7, 8, 9, 11, 17, 24, 28, 31, 4]
[0, 7, 11, 14, 20, 23, 26, 31, -1]
[4, 9, 19, 21, 22, 24, 28, 31, 0]
[1, 7, 9, 12, 13, 20, 24, 28, -1]
[0, 4, 8, 12, 17, 20, 27, 31, -1]
[1, 4, 9, 13, 16, 17, 21, 28, -1]
[2, 3, 4, 5, 10, 13, 19, 20, -1]
[7, 8, 12, 19, 22, 23, 28, 29, 2]
[5, 10, 15, 17, 21, 22, 24, 30, -1]
[7, 11, 12, 14, 16, 20, 21, 22, -1]
[0, 15, 21, 22, 23, 24, 26, 28, 2]
[2, 6, 9, 14, 16, 24, 25, 28, -1]
[4, 5, 6, 8, 14, 21, 23, 27, -1]
[1, 10, 12, 18, 25, 26, 27, 28, 1]
[6, 13, 18, 20, 22, 25, 27, 30, 2]
[0, 4, 10, 13, 14, 23, 26, 27, -1]
[5, 6, 16, 25, 27, 29, 30, 31, 6]
[7, 16, 17, 18, 20, 22, 23, 27, 7]
[0, 2, 16, 22, 24, 28, 29, 31, 2]
[9, 13, 15, 17, 21, 23, 24, 26, 7]
[4, 9, 11, 12, 20, 22, 27, 31, -1]
[3, 4, 5, 7, 12, 15, 21, 31, -1]
[2, 3, 5, 7, 13, 16, 18, 19, -1]
[0, 3, 4, 7, 13, 18, 24, 25, -1]
[3, 7, 11, 22, 24, 27, 28, 29, 0]
[3, 4, 5, 10, 21, 28, 29, 31, 1]
[0, 6, 21, 22, 24, 27, 28, 30, 1]
[4, 7, 10, 12, 17, 20, 23, 31, -1]
[7, 10, 17, 18, 20, 28, 29, 30, 1]
[3, 9, 11, 13, 18, 21, 29, 30, -1]
[4, 8, 10, 17, 19, 23, 24, 28, -1]
[4, 6, 9, 16, 22, 23, 25, 31, -1]
[6, 8, 15, 16, 20, 24, 28, 30, -1]
[3, 6, 10, 14, 19, 22, 28, 31, -1]
[2, 4, 8, 16, 20, 21, 28, 30, 2]
[3, 8, 9, 10, 11, 20, 22, 28, -1]
[0, 4, 7, 9, 12, 22, 29, 30, -1]
[4, 8, 13, 15, 19, 23, 26, 27, -1]
[3, 7, 8, 11, 14, 23, 25, 28, -1]
[0, 1, 4, 14, 15, 16, 27, 31, -1]
[1, 2, 4, 16, 17, 20, 26, 28, -1]
[0, 5, 14, 15, 16, 17, 25, 30, -1]
[0, 2, 6, 12, 16, 25, 28, 31, -1]
[7, 17, 21, 25, 27, 29, 30, 31, 5]
[1, 3, 9, 15, 16, 26, 28, 31, -1]
[0, 5, 6, 10, 17, 19, 28, 29, -1]
[5, 8, 9, 14, 20, 22, 24, 31, -1]
[3, 11, 12, 14, 16, 27, 30, 31, 6]
[0, 6, 9, 10, 14, 19, 27, 28, -1]
