[1, 11, 20, 23, 26, 29, 30, 31, 5]
[1, 3, 9, 12, 17, 18, 21, 22, -1]
[2, 5, 6, 15, 19, 25, 27, 29, 2]
[0, 1, 4, 6, 11, 13, 14, 25, -1]
[7, 12, 14, 16, 23, 26, 28, 29, 1]
[2, 5, 8, 17, 20, 22, 26, 28, -1]
[6, 7, 8, 11, 12, 16, 19, 21, -1]
[4, 5, 9, 18, 22, 25, 28, 30, 1]
[0, 1, 2, 12, 14, 26, 30, 31, -1]
[2, 6, 7, 13, 18, 23, 25, 31, 2]
[1, 2, 5, 10, 13, 15, 24, 27, -1]
[4, 5, 7, 9, 12, 19, 23, 27, -1]
[1, 11, 15, 16, 17, 18, 25, 27, 7]
[2, 3, 7, 10, 17, 18, 28, 29, -1]
[1, 7, 13, 19, 25, 27, 28, 31, 1]
[4, 10, 14, 19, 24, 25, 29, 30, 1]
[4, 7, 9, 12, 16, 22, 26, 31, -1]
[4, 6, 9, 11, 19, 20, 27, 28, -1]
[3, 10, 14, 19, 22, 24, 25, 26, -1]
[3, 5, 6, 8, 13, 18, 26, 28, -1]
[0, 1, 2, 4, 7, 10, 23, 30, -1]
[9, 10, 11, 15, 18, 19, 24, 25, -1]
[6, 9, 19, 20, 26, 29, 30, 31, 5]
[1, 5, 17, 18, 24, 25, 26, 27, 7]
[3, 4, 5, 11, 14, 19, 25, 29, -1]
[0, 1, 11, 12, 17, 18, 19, 29, -1]
[1, 5, 6, 7, 11, 13, 17, 27, -1]
[1, 4, 5, 9, 15, 16, 22, 28, -1]
[8, 9, 16, 20, 23, 28, 29, 31, 2]
[3, 5, 12, 14, 20, 27, 29, 30, 2]
[11, 12, 13, 17, 19, 26, 29, 30, -1]
[1, 12, 19, 21, 22, 27, 28, 30, 0]
[7, 8, 11, 18, 23, 27, 28, 31, 4]
[0, 2, 3, 6, 10, 28, 29, 30, -1]
[1, 2, 12, 14, 23, 26, 28, 29, 0]
[0, 9, 10, 15, 17, 20, 28, 29, -1]
[1, 2, 6, 12, 15, 22, 23, 27, -1]
[2, 5, 14, 18, 22, 26, 27, 28, 2]
[2, 6, 14, 17, 21, 23, 25, 27, -1]
[3, 4, 13, 17, 21, 22, 24, 29, 0]
[0, 5, 12, 16, 18, 19, 25, 27, -1]
[0, 9, 11, 13, 17, 18, 27, 30, -1]
[1, 5, 7, 12, 18, 21, 23, 31, -1]
[7, 9, 11, 15, 18, 21, 25, 28, -1]
[10, 11, 14, 17, 20, 21, 28, 30, -1]
[6, 7, 9, 14, 18, 20, 21, 25, -1]
[5, 13, 16, 18, 19, 25, 26, 31, 2]
[1, 3, 9, 11, 15, 21, 24, 28, -1]
[3, 5, 9, 10, 14, 17, 23, 31, -1]
[3, 10, 12, 15, 18, 22, 23, 31, -1]
[1, 13, 17, 21, 22, 28, 29, 30, 0]
[0, 3, 5, 12, 13, 15, 18, 30, -1]
[3, 5, 15, 16, 19, 20, 24, 25, -1]
[3, 6, 8, 10, 12, 13, 15, 22, -1]
[8, 10, 16, 20, 22, 24, 27, 31, 2]
[9, 16, 20, 23, 26, 27, 29, 30, 2]
[0, 2, 6, 7, 10, 15, 17, 24, -1]
[1, 6, 10, 14, 15, 23, 25, 27, -1]
[2, 5, 13, 14, 17, 27, 29, 30, -1]
[1, 4, 5, 8, 14, 23, 27, 29, -1]
[2, 5, 7, 8, 11, 23, 28, 30, -1]
[4, 10, 12, 21, 22, 23, 26, 29, 1]
[3, 4, 9, 17, 20, 21, 28, 29, 1]
[2, 9, 10, 14, 16, 24, 25, 30, -1]
[4, 5, 6, 9, 11, 14, 24, 25, -1]
[2, 9, 18, 22, 23, 25, 27, 30, 1]
[8, 11, 13, 14, 21, 24, 27, 30, 2]
[5, 6, 17, 21, 22, 28, 30, 31, 1]
[0, 4, 6, 7, 8, 16, 19, 25, -1]
[0, 2, 4, 8, 19, 21, 28, 30, 1]
[1, 2, 3, 9, 18, 19, 22, 28, -1]
[1, 9, 14, 19, 21, 25, 29, 31, 1]
[4, 5, 13, 14, 17, 20, 26, 31, -1]
[0, 1, 6, 7, 17, 18, 30, 31, -1]
[3, 4, 5, 10, 11, 17, 20, 27, 7]
[0, 7, 8, 10, 11, 14, 18, 29, -1]
[1, 2, 7, 10, 20, 25, 27, 30, -1]
[0, 2, 5, 7, 8, 12, 13, 30, -1]
[1, 5, 7, 8, 13, 14, 19, 23, -1]
[3, 8, 9, 11, 12, 15, 18, 28, -1]
[2, 3, 6, 7, 8, 13, 21, 26, -1]
[2, 10, 12, 14, 20, 21, 22, 31, -1]
[2, 5, 7, 8, 13, 18, 19, 25, -1]
[2, 12, 18, 19, 20, 21, 24, 27, 2]
[5, 8, 11, 19, 21, 22, 23, 24, -1]
[6, 10, 13, 14, 15, 23, 28, 31, -1]
[1, 5, 6, 8, 14, 18, 26, 29, -1]
[2, 3, 4, 10, 13, 14, 19, 26, -1]
[4, 8, 15, 17, 22, 23, 26, 29, 0]
[7, 12, 20, 21, 22, 24, 26, 31, 1]
[0, 3, 4, 12, 21, 24, 29, 30, 2]
[3, 6, 9, 10, 12, 24, 28, 30, -1]
[5, 6, 12, 14, 17, 21, 23, 31, -1]
[3, 4, 7, 9, 12, 14, 25, 26, -1]
[0, 3, 4, 13, 17, 19, 28, 29, -1]
[9, 11, 12, 15, 17, 22, 23, 27, -1]
[6, 11, 13, 15, 20, 22, 24, 31, 2]
[1, 10, 14, 17, 22, 25, 28, 30, 1]
[4, 7, 11, 13, 20, 21, 25, 29, -1]
[1, 5, 7, 14, 17, 18, 23, 27, -1]
[0, 1, 6, 16, 24, 25, 26, 31, 2]
[0, 8, 13, 15, 16, 19, 30, 31, -1]
[1, 3, 5, 9, 21, 23, 29, 30, 1]
[6, 11, 13, 22, 24, 28, 29, 31, 2]
[3, 5, 12, 14, 15, 18, 22, 26, -1]
[0, 5, 11, 12, 14, 16, 24, 26, -1]
[1, 7, 8, 9, 10, 23, 24, 30, -1]
[7, 9, 14, 17, 18, 25, 28, 31, 1]
[6, 10, 18, 19, 20, 23, 28, 31, 1]
[1, 4, 9, 10, 19, 24, 25, 31, 1]
[1, 2, 5, 6, 8, 15, 23, 27, -1]
[2, 9, 14, 20, 22, 25, 28, 30, 1]
[4, 6, 7, 8, 15, 16, 19, 28, -1]
[2, 3, 6, 7, 8, 9, 15, 21, -1]
[6, 10, 14, 15, 17, 26, 27, 31, 7]
[5, 8, 16, 18, 19, 21, 22, 27, 2]
[2, 7, 8, 22, 25, 27, 28, 31, 0]
[1, 8, 10, 11, 12, 15, 25, 31, -1]
