[2, 4, 5, 7, 8, 14, 17, 28, -1]
[1, 4, 9, 10, 19, 24, 27, 29, 0]
[1, 4, 15, 18, 23, 25, 27, 31, 2]
[6, 8, 10, 13, 14, 17, 18, 28, -1]
[0, 1, 4, 12, 16, 25, 26, 31, -1]
[2, 4, 13, 14, 16, 24, 29, 30, -1]
[6, 8, 11, 13, 21, 23, 26, 28, 2]
[0, 6, 7, 14, 17, 20, 23, 27, -1]
[0, 10, 15, 16, 19, 20, 22, 23, -1]
[4, 8, 9, 11, 15, 16, 17, 31, -1]
[6, 11, 12, 13, 14, 15, 16, 25, -1]
[2, 3, 6, 7, 10, 14, 23, 29, -1]
[0, 9, 10, 11, 14, 24, 29, 31, -1]
[1, 7, 14, 17, 24, 25, 30, 31, 0]
[2, 7, 17, 19, 20, 22, 26, 30, 1]
[1, 3, 10, 12, 26, 28, 29, 30, 1]
[2, 4, 5, 7, 10, 20, 21, 26, -1]
[4, 7, 13, 16, 21, 23, 24, 28, -1]
[2, 6, 7, 22, 23, 25, 28, 29, 0]
[10, 12, 14, 18, 23, 27, 28, 30, 1]
[7, 14, 16, 18, 21, 23, 24, 27, 2]
[8, 14, 15, 16, 17, 20, 23, 25, -1]
[11, 12, 13, 20, 24, 28, 30, 31, 6]
[2, 9, 12, 13, 19, 23, 27, 30, 1]
[6, 8, 14, 17, 26, 28, 29, 31, 1]
[1, 2, 5, 10, 11, 20, 22, 24, -1]
[6, 8, 16, 22, 23, 25, 26, 30, 2]
[2, 8, 10, 17, 21, 22, 24, 30, 0]
[1, 7, 8, 20, 23, 25, 27, 31, 0]
[0, 5, 6, 19, 20, 24, 26, 27, 1]
[6, 7, 12, 21, 24, 25, 30, 31, 2]
[6, 7, 14, 16, 18, 22, 26, 29, 2]
[1, 2, 6, 7, 11, 13, 17, 24, -1]
[3, 4, 19, 21, 28, 29, 30, 31, 5]
[8, 9, 12, 16, 18, 22, 27, 29, 2]
[5, 9, 10, 15, 16, 18, 19, 24, -1]
[1, 4, 11, 23, 25, 27, 30, 31, 3]
[5, 11, 12, 14, 18, 23, 27, 31, 2]
[1, 3, 8, 10, 16, 19, 21, 26, -1]
[0, 3, 8, 17, 20, 23, 27, 30, 1]
[2, 8, 9, 23, 24, 28, 30, 31, 0]
[1, 4, 6, 10, 11, 22, 25, 29, -1]
[1, 5, 6, 10, 14, 15, 21, 29, -1]
[5, 7, 8, 13, 14, 17, 30, 31, -1]
[2, 8, 10, 16, 18, 22, 27, 30, 2]
[1, 3, 8, 9, 18, 24, 25, 26, -1]
[0, 4, 10, 11, 13, 17, 18, 26, -1]
[3, 8, 11, 12, 18, 19, 23, 25, -1]
[1, 3, 4, 6, 18, 19, 20, 30, -1]
[3, 6, 9, 15, 16, 24, 26, 30, -1]
[2, 4, 8, 11, 18, 20, 26, 28, -1]
[2, 6, 7, 11, 15, 27, 28, 29, -1]
[4, 5, 6, 18, 22, 25, 27, 31, 1]
[13, 18, 20, 23, 24, 27, 29, 30, 2]
[0, 5, 9, 17, 20, 21, 23, 26, -1]
[6, 10, 11, 16, 25, 28, 29, 31, 4]
[0, 3, 5, 9, 14, 17, 21, 23, -1]
[7, 14, 17, 21, 23, 24, 29, 31, 1]
[1, 3, 4, 15, 16, 17, 23, 30, -1]
[5, 6, 9, 10, 13, 17, 22, 24, -1]
[2, 3, 4, 10, 13, 15, 18, 22, -1]
[1, 3, 12, 17, 18, 21, 22, 25, -1]
[4, 6, 9, 13, 14, 17, 20, 30, -1]
[1, 11, 14, 16, 18, 20, 30, 31, 0]
[2, 4, 7, 20, 27, 28, 29, 30, 1]
[3, 4, 6, 10, 18, 22, 24, 27, -1]
[0, 1, 4, 5, 9, 14, 15, 27, -1]
[2, 5, 6, 8, 10, 16, 20, 24, -1]
[1, 8, 9, 10, 11, 19, 30, 31, -1]
[0, 2, 3, 4, 17, 19, 29, 30, -1]
[0, 8, 12, 15, 16, 17, 25, 26, -1]
[13, 16, 17, 19, 21, 22, 23, 26, -1]
[4, 8, 19, 24, 26, 27, 30, 31, 0]
[2, 9, 11, 16, 19, 20, 26, 27, -1]
[0, 3, 11, 13, 18, 21, 24, 25, -1]
[1, 8, 12, 20, 22, 26, 28, 29, 2]
[0, 11, 14, 16, 19, 25, 29, 31, 0]
[9, 10, 13, 14, 17, 23, 25, 30, -1]
[8, 10, 11, 13, 14, 16, 27, 28, -1]
[0, 6, 7, 10, 22, 23, 24, 28, -1]
[0, 5, 14, 15, 17, 20, 24, 26, -1]
[0, 1, 5, 14, 17, 19, 25, 30, -1]
[3, 5, 9, 10, 17, 19, 20, 22, -1]
[9, 14, 16, 18, 20, 24, 26, 28, 1]
[1, 4, 12, 13, 15, 19, 30, 31, -1]
[2, 4, 12, 13, 19, 21, 30, 31, 0]
[0, 10, 13, 15, 17, 21, 28, 29, -1]
[2, 6, 14, 15, 19, 23, 26, 28, -1]
[1, 2, 4, 6, 17, 19, 22, 28, -1]
[4, 5, 8, 11, 16, 19, 27, 29, -1]
[5, 8, 11, 13, 15, 17, 27, 28, -1]
[1, 3, 5, 7, 16, 21, 25, 30, -1]
[6, 7, 8, 22, 23, 24, 26, 27, 7]
[5, 7, 13, 17, 19, 26, 27, 29, 1]
[0, 5, 6, 11, 25, 26, 28, 29, -1]
[3, 4, 8, 9, 12, 28, 29, 30, -1]
[0, 12, 14, 15, 20, 23, 24, 30, 0]
[0, 1, 9, 18, 22, 23, 27, 31, 1]
[1, 10, 12, 14, 22, 26, 27, 29, -1]
[1, 6, 7, 8, 17, 21, 27, 29, -1]
[0, 1, 7, 13, 14, 20, 22, 31, -1]
[3, 4, 5, 9, 13, 24, 26, 27, 7]
[4, 12, 15, 17, 22, 24, 25, 30, 0]
[0, 1, 4, 9, 13, 19, 27, 31, -1]
[1, 7, 11, 12, 19, 24, 27, 29, 2]
[0, 2, 5, 6, 24, 26, 27, 29, 1]
[0, 4, 8, 9, 16, 17, 21, 23, -1]
[8, 10, 12, 13, 15, 18, 23, 27, -1]
[1, 7, 11, 14, 19, 20, 25, 30, -1]
[2, 4, 5, 7, 10, 14, 15, 26, -1]
[1, 2, 3, 5, 9, 11, 26, 29, -1]
[12, 17, 21, 22, 23, 25, 26, 31, 7]
[3, 6, 7, 8, 13, 14, 30, 31, -1]
[3, 7, 13, 14, 23, 26, 27, 30, 0]
[0, 2, 11, 16, 17, 22, 26, 30, -1]
[6, 10, 15, 24, 27, 29, 30, 31, 4]
[1, 6, 12, 17, 18, 20, 23, 27, -1]
[8, 9, 12, 14, 16, 21, 30, 31, -1]
[4, 5, 11, 14, 18, 19, 21, 24, -1]
[9, 11, 21, 23, 24, 25, 29, 31, 5]
[3, 4, 5, 7, 13, 14, 24, 30, -1]
[4, 9, 10, 11, 12, 15, 24, 27, -1]
[7, 11, 13, 17, 18, 21, 22, 29, -1]
[4, 5, 12, 16, 17, 23, 30, 31, 6]
[0, 6, 11, 13, 17, 18, 21, 27, -1]
[3, 9, 11, 13, 16, 18, 22, 31, -1]
[2, 3, 4, 12, 19, 21, 23, 25, -1]
[0, 8, 9, 10, 18, 20, 21, 28, -1]
[1, 6, 9, 13, 23, 26, 28, 31, -1]
[8, 12, 15, 16, 20, 22, 28, 29, -1]
[1, 7, 8, 16, 18, 20, 21, 30, -1]
[0, 2, 8, 10, 13, 16, 25, 30, -1]
