[5, 16, 17, 19, 21, 22, 25, 29, 7]
[5, 8, 16, 19, 25, 27, 28, 31, 2]
[0, 9, 10, 13, 18, 19, 21, 23, -1]
[5, 6, 10, 14, 21, 25, 27, 31, -1]
[2, 10, 11, 17, 22, 25, 26, 30, 0]
[1, 5, 9, 10, 13, 22, 28, 29, -1]
[0, 3, 4, 6, 7, 11, 29, 31, -1]
[0, 4, 7, 9, 19, 21, 26, 31, -1]
[0, 1, 10, 11, 12, 20, 25, 30, -1]
[0, 14, 19, 20, 21, 23, 27, 31, 2]
[1, 8, 16, 17, 23, 24, 25, 26, 7]
[0, 1, 8, 10, 19, 21, 26, 30, -1]
[0, 1, 3, 9, 17, 20, 26, 27, -1]
[4, 7, 12, 13, 15, 19, 26, 29, -1]
[4, 6, 13, 15, 21, 23, 27, 31, -1]
[3, 4, 11, 14, 15, 18, 28, 31, -1]
[1, 2, 4, 18, 25, 26, 28, 30, 0]
[1, 5, 10, 14, 15, 16, 25, 26, -1]
[0, 12, 17, 24, 26, 27, 30, 31, 6]
[1, 8, 13, 23, 25, 27, 29, 31, 2]
[3, 7, 9, 10, 13, 17, 25, 29, -1]
[5, 6, 7, 11, 15, 24, 25, 28, -1]
[2, 16, 17, 20, 23, 28, 29, 31, 0]
[0, 3, 9, 13, 17, 19, 20, 28, -1]
[9, 15, 17, 20, 22, 23, 24, 25, 1]
[4, 5, 6, 7, 10, 23, 24, 30, -1]
[0, 5, 9, 13, 14, 17, 24, 26, -1]
[1, 3, 7, 11, 12, 14, 20, 21, -1]
[0, 3, 6, 11, 13, 16, 30, 31, -1]
[5, 11, 14, 17, 22, 24, 26, 29, 7]
[4, 6, 8, 9, 10, 12, 18, 26, -1]
[5, 7, 10, 11, 13, 17, 21, 23, -1]
[2, 9, 15, 16, 17, 24, 26, 31, -1]
[1, 6, 8, 11, 12, 20, 26, 27, -1]
[5, 6, 10, 18, 24, 26, 27, 30, 4]
[0, 1, 6, 12, 16, 22, 24, 28, -1]
[0, 3, 14, 16, 17, 21, 24, 29, -1]
[7, 12, 14, 15, 20, 25, 30, 31, 1]
[0, 3, 9, 14, 19, 20, 23, 27, -1]
[1, 4, 9, 15, 17, 21, 24, 31, -1]
[2, 9, 16, 25, 27, 28, 29, 31, 6]
[2, 4, 5, 6, 10, 14, 16, 30, -1]
[0, 1, 4, 5, 20, 24, 27, 31, 3]
[2, 6, 9, 14, 21, 22, 29, 30, 2]
[1, 4, 8, 11, 15, 26, 30, 31, -1]
[0, 3, 10, 12, 18, 23, 27, 30, 1]
[9, 13, 14, 15, 18, 20, 23, 29, -1]
[0, 7, 8, 15, 19, 21, 24, 26, -1]
[1, 7, 11, 19, 20, 28, 29, 31, 0]
[1, 2, 3, 4, 9, 17, 29, 30, 3]
[0, 1, 3, 4, 7, 8, 12, 22, -1]
[5, 7, 17, 20, 21, 23, 25, 26, -1]
[1, 3, 4, 7, 11, 19, 24, 31, -1]
[2, 5, 8, 10, 11, 14, 15, 30, -1]
[2, 9, 11, 16, 21, 24, 27, 31, 2]
